Temperature,Dew Point,Wind Speed,Relative Humidity,DHI
30.2,7.8,2.8,24.69,374
43.1,15.9,4.4,20.73,374
35,18.3,1,37.37,374
45,8.9,1.2,11.85,375
26.9,-3,0.6,13.82,376
30.4,4.8,2.2,19.82,376
34.2,18.6,0.8,39.89,376
27.9,0.7,1.9,17.18,377
42.1,12,2.2,16.96,377
35.3,18.8,1.2,37.81,377
27.6,8.7,1.8,30.39,378
30.6,4.6,1.5,19.3,378
40.1,3.9,4.2,10.92,378
32.9,23,3.5,55.98,378
41.3,13.3,4.4,19.24,379
33,25,2,62.79,379
32.2,4.8,3.6,17.93,380
39.4,3.9,2.5,11.27,380
41.4,20.5,7.3,30.27,380
31.2,23.4,3.8,63.28,380
32.3,22.8,3.7,57.48,380
34.1,2.4,1.6,13.6,381
32.9,6.2,2.8,18.91,381
41.1,7.7,3.5,13.46,381
43.6,15.7,4.6,19.97,381
35,18,0.5,36.63,381
35.2,4.9,1.5,15.26,382
40.7,18.5,1.7,27.79,382
35.1,21.2,0.8,44.59,382
33.5,17.4,1,38.4,382
37.5,0.5,1.2,9.85,383
38.1,10.1,4.4,18.51,383
38.5,13.4,1,22.52,383
44.8,13,0.6,15.73,383
39.6,17.8,0.9,28.18,383
34.1,24.8,2.8,58.62,383
31.2,25.1,3.3,69.92,383
35.5,21.1,1,43.34,383
35.3,13.4,2.4,26.92,383
27.6,0.2,1.7,16.83,384
34.3,26,2.8,62.04,384
29.5,25.3,6,78.33,384
32.8,25.3,0.9,64.71,384
35.7,20.3,1.4,40.8,384
32.6,3.8,4.5,16.27,384
41.8,11.1,1.7,16.3,385
31.6,26.3,2.8,73.72,385
43.5,14.7,5.1,18.86,386
39,18.7,2.6,30.76,386
32.1,25.6,2.1,68.69,386
34.8,18.7,1.2,38.69,386
33.5,4.9,3.2,16.78,386
33.1,-5.1,1.9,8.3,387
40.8,11,1.1,17.02,387
40.9,11.5,4.2,17.54,387
31.9,25.8,3.8,70.18,387
35.5,17.9,0.5,35.44,387
34.1,17.6,1.2,37.57,387
37.4,6,3.2,14.61,388
41.4,15.8,0.9,22.48,388
36.5,20.1,1.3,38.44,388
41,1.3,6.6,8.61,389
42.2,-0.9,2.9,6.92,389
38.1,19.5,2.5,34,389
34.2,25.8,3.1,61.82,389
34.1,18.7,0,40.19,389
31.9,25.4,1.5,68.56,390
36.3,20.2,1.3,39.19,390
44.1,13.6,1.2,17,391
33.7,25.6,3.3,62.67,391
29.4,26.9,2.3,86.55,391
35.8,4.2,1.6,14.04,392
39.3,18.7,1.5,30.39,392
30.9,25.4,1.8,72.74,392
31.6,25,1.4,68.27,392
35,18.5,0.5,37.74,392
31.6,6.8,1.9,21.22,393
44.2,9,1.2,12.48,393
30.7,26.3,3.8,77.24,393
31.1,-1.7,4,11.94,394
41.7,-4.8,3.3,5.32,394
44.6,13.3,0.6,16.21,394
32.1,26.5,2.9,72.56,394
31.6,24.7,2.7,66.96,394
31.7,25.6,1.5,70.15,394
42.7,9.8,2.3,14.23,395
41,11.1,3.1,16.98,395
40.5,16.6,2.4,24.86,395
31.2,24.9,1.9,69.24,395
31.3,25.7,2.6,72.27,396
33,5.1,3.2,17.52,396
36.4,10.4,3.7,20.68,397
34.8,18.5,0.4,38.19,397
37.3,22.7,2.7,43.14,398
33.4,25.1,1.1,61.84,398
33.9,2.4,1.6,13.73,399
40.1,10.9,1.2,17.57,399
42.4,13.2,4.4,18.05,399
34,25.7,4.2,62.13,399
33.3,7.7,3.8,20.5,400
40.8,-0.5,1.3,7.64,400
32.7,20.9,3.8,50.03,400
40.9,-4.7,2.9,5.59,401
39.5,19.2,2.3,30.96,401
36.5,20.2,1.4,38.83,401
34.3,8.4,4,20.37,402
29.5,9.7,1.3,29.24,402
30,8,2,25.37,402
29.7,8.1,0.8,25.95,402
35.1,8.2,3.2,19.24,402
32.3,25.2,2.1,66.19,402
34.2,6.5,3.5,18.03,403
28.7,8.4,1.4,28.06,403
45.3,10,2.5,12.57,403
35,5.9,3.2,16.51,404
41.6,8.8,3.2,14.08,404
33.3,25.2,0.8,62.44,404
33.4,25.7,1.2,64.21,404
32.7,3.6,2.3,16.04,405
42,9.3,1.2,14.25,405
42.1,16.5,1.3,22.77,405
31.6,25,0.7,67.95,405
32.5,26,2.6,68.77,405
31.8,4.1,2.4,17.46,406
35.4,5.5,3,15.68,406
37.8,11,2.3,20.06,406
32.6,24.3,2.7,61.57,406
31.9,23,1,59.44,406
35.8,19.4,1.1,38.39,406
40.7,13.2,1.1,19.77,407
43.1,17.1,2.9,22.37,407
29.2,25.7,3.9,81.66,407
32.8,5.5,3.2,18.2,408
32.7,25.6,1.1,66.21,408
42.1,7.8,4.3,12.83,409
40.9,18.1,2.6,26.81,409
31.9,25.6,1.1,69.47,409
35.4,-1.1,3.3,9.84,410
40.8,4.4,4.1,10.89,410
31.2,-1,4.2,12.55,411
32.9,7.5,2.6,20.66,411
35.2,7.5,1.1,18.2,411
36.6,-1.6,0.4,8.86,411
37.9,22.2,1.3,40.6,412
32.3,25.5,2,67.32,412
29.9,25.6,1.5,77.7,412
34.6,7.3,0.6,18.59,413
43.2,13,4.4,17.09,413
29.6,26.3,2.2,82.28,413
42.2,13.1,4.2,18.16,414
32.4,26.1,1.6,69.55,414
31.3,25,0.1,69.29,414
35.5,21.2,0.9,43.62,414
35.6,-1.2,1.2,9.66,415
42.9,13,4.3,17.4,415
32.4,25.8,1.9,68.06,415
32.3,25.4,1.5,66.87,415
39.1,21,2.6,35.41,416
38.6,21.7,1.4,37.97,416
30.7,26.5,2.2,78.51,416
36.7,20,1.1,37.75,416
32.2,5.7,3.4,19.08,417
41.7,8.6,1.6,13.84,417
40,20.8,1.7,33.19,417
42.6,17.8,0.9,24.1,417
36.7,20.1,1.2,38,417
28.7,3.8,2.5,20.37,418
38.7,10.2,2.1,18.08,418
32,26.2,2.5,71.7,418
32.2,25.7,2,68.49,418
34.1,8.1,4,20.23,419
30.1,8.8,1.7,26.52,419
39.3,9.2,2.2,16.36,419
37.1,11.8,1.6,21.97,419
41.7,16.1,0.8,22.66,419
31.8,25.8,2.4,70.43,419
31.7,6.7,2.6,20.96,420
37.3,11.7,1.5,21.59,420
32,26.5,2.6,72.79,420
35,6.1,3.3,16.78,421
29.4,8.3,0.9,26.78,421
38.4,21.6,4.5,38.13,421
41.9,16.6,1.5,23.17,421
43.1,16.7,2.9,21.87,421
34,20.7,1.4,45.8,421
36.6,-0.5,1.5,9.59,422
39.9,18.1,5.6,28.19,422
41.6,16.6,0.7,23.53,422
41.4,16.7,1.9,23.81,422
42.5,17.7,0.8,24,422
32.5,25.3,2,65.79,422
34.8,20.3,3,42.79,422
35.6,0,3.7,10.55,423
42.2,16,2.6,21.95,423
40.8,18.7,5.3,27.88,423
38.2,21.6,2.5,38.36,423
30.2,24.9,2.8,73.35,423
31.7,25.8,2.6,70.87,423
32.5,24.8,3.5,63.94,423
30.7,25.6,1.4,74.52,423
35.6,11.7,1.8,23.59,424
39.8,13.3,0.7,20.9,424
31,26.2,2.7,75.6,424
30.9,25.7,1.3,73.71,424
31,25.4,1.6,72.22,424
30.8,26.6,2.2,78.41,424
31.6,25.3,2.2,69.23,424
34.9,19.3,0.6,39.91,424
38.5,20.2,0.8,34.79,425
41.2,20.7,2.1,30.95,425
36.1,24.9,3.3,52.55,425
33.5,25.3,1.5,62.46,425
34.4,25.3,1,59.35,425
30.1,25.1,2.4,74.79,425
29.9,24.9,1.1,74.76,425
31.6,25.9,0.8,71.65,425
32.1,25.3,1.8,67.46,425
34.5,21.6,1.6,47.19,425
38.2,19.1,2.8,33.04,426
41,20.5,2.6,30.97,426
39.6,21.1,2.8,34.6,426
39.2,20.6,1.7,34.35,426
36.2,24.8,2.7,52.06,426
31.4,25.1,1.2,69.35,426
33.4,24.9,0.6,61.08,426
34.4,21.8,1.7,47.94,426
38,-3.5,2.3,7.15,427
38.7,-6.2,3.9,5.62,427
41.4,13.3,1.8,19.23,427
40.1,21.3,2,34.05,427
40,21.9,1.9,35.65,427
36.2,24.7,2.1,51.83,427
40,20.1,0.5,31.8,427
40.5,21.3,1.2,33.37,427
30.1,26.5,3.2,81.12,427
38.2,3.2,2.2,11.46,428
38.3,17.6,3,29.81,428
39.1,15.7,3.8,25.33,428
37.9,21.3,2.1,38.3,428
40,22.9,3,37.8,428
39.8,22.9,1.7,38.3,428
32.1,26.1,3.2,70.8,428
30.5,26.5,2.8,79.08,428
35.4,19.4,0.7,39.23,428
36.4,-1.6,0.2,8.94,429
40,22.5,2.1,36.98,429
41,21.1,2.8,32.19,429
39.5,24,2.7,41.38,429
37,23.1,0.9,45.1,429
35.7,23.1,0.6,48.31,429
35.1,24.4,1.9,54.02,429
31.8,26.1,2.7,71.92,429
30.7,26,2.3,76.22,429
32.4,26.5,3.1,71.2,429
36.8,4.7,1.5,13.72,430
34.1,24.4,2.2,57.04,430
37.6,23.2,0.7,43.89,430
33.7,24.5,0.7,58.89,430
29.9,25.3,0.1,76.57,431
30.1,25.2,1.7,74.92,431
30.3,26.4,1.1,79.73,431
30.7,25,3.3,71.53,431
32,25,0.7,66.45,431
34.4,20.8,1.4,45.21,431
35.2,7.4,0.9,18.11,432
40.3,3.5,4.7,10.5,432
36.8,10.5,3.2,20.4,432
36.5,11.8,1.6,22.65,432
38.8,11.9,2.7,20.05,432
43.5,19.2,6.5,25.06,432
42.7,19.9,7.2,27.33,432
35.3,24.2,4.2,52.75,432
34.8,24.8,4,56.08,432
31.5,25.7,1.1,71.25,432
29.3,25.2,3.5,78.85,432
30.7,25.8,1.7,75.28,432
31.7,25,3.1,67.87,432
33.6,25.3,1.6,61.82,433
29.6,24.5,0.8,73.99,433
31,25.5,2.2,72.47,433
35.2,20.6,2.9,42.54,433
42.3,18,1.2,24.74,434
30.4,25.5,1.5,75.17,434
30.3,25.3,5.7,74.8,434
33.8,22.8,3.2,52.79,434
32.4,5.8,2.9,18.93,435
36.2,11.4,2.9,22.45,435
33.3,25.3,1.1,63.16,435
41.2,7.6,3.4,13.22,436
43.2,18.2,4.6,23.82,436
40.5,17.5,0.7,26.31,436
41.6,18.2,1.4,26.05,436
31.6,25.9,2.2,71.97,436
29.3,26,3,82.66,436
38.4,14,3.1,23.57,437
38.2,13.6,1.8,23.26,437
38.4,21.9,0.4,38.87,437
34,24.9,0.9,59.22,437
32.5,25.6,2.4,66.95,437
38.4,10.3,4.1,18.47,438
41.2,18.3,1.2,26.69,438
38.2,23.2,2.8,42.5,438
36.3,22.6,1.3,45.43,438
32.1,25.1,0.7,66.47,438
32.5,25.8,3.7,67.92,438
40.8,17.5,3.1,26.01,439
39.3,23.7,2.9,41.16,439
36.4,23.4,0.6,47.25,439
35.4,24.8,3.1,54.31,439
38.5,21.3,2.1,37.05,440
34.2,24.8,2.9,58.1,440
36.5,19.5,1.2,37.04,441
43.6,18.6,5.6,23.93,441
38.9,20.9,1.3,35.43,441
39.2,21.6,1.7,36.52,441
34.7,25.1,2.6,57.52,441
40.2,21.7,1.4,34.69,441
37.7,24.2,2.6,46.33,441
35.8,24.2,1.9,51.23,441
34.2,23.3,1,53.11,441
32.3,25.2,0.5,66.28,441
31.8,26.4,2.8,73.12,441
34.4,25.9,2.9,61.37,441
35.4,0.4,3.4,10.95,442
40.1,6.8,2.9,13.3,442
41.9,11,1.7,16.07,442
37.7,21.4,0.9,39.03,442
38,8.6,2.4,16.81,443
38.5,19.6,1.2,33.55,443
33.5,26.4,1.8,66.31,443
32.5,23.6,3.6,59.54,443
37.6,10.3,3.7,19.33,444
38,22.4,1.8,40.77,444
30.6,24.9,3.1,71.5,444
37.8,3.9,1.8,12.35,445
38,5.7,3.3,13.81,445
32.3,26.2,2.9,70.13,445
32.5,24.8,2.5,63.82,445
31.1,26.6,1.9,76.92,446
33.8,21.4,3.4,48.29,446
41.3,11.3,4,16.89,447
33.5,24.6,3.2,59.75,447
40.5,21.1,2.1,32.89,448
33,25.7,1.7,65.41,448
41.1,10.9,1.3,16.63,449
41.7,13.4,1.7,18.95,449
33.7,25.3,1.2,61.6,449
31.8,25.6,1.7,69.69,449
29.5,26.8,2.2,85.46,450
36.7,8.6,2.8,18.04,451
42.2,9.1,1.1,13.9,451
40.1,10.3,1.5,16.92,451
32.6,25.4,2.5,65.84,451
32,24.9,1.4,66.23,451
43.2,9.8,1.9,13.85,452
41,11.4,2.8,17.31,452
32,25.7,1.8,69.29,452
39.2,3.8,2.2,11.34,453
37.7,-2.6,1.9,7.74,453
37.2,5.3,3.1,14.05,454
32.4,26.1,3.1,69.55,454
37.7,8.6,2.5,17.15,455
33.6,25.2,1.1,61.45,455
41.2,4.2,4.6,10.49,456
33.1,24.1,2.6,59.26,456
32.4,25,0.6,65.14,456
40.7,7.2,3.3,13.26,457
41.5,13.3,1.5,19.11,457
41.2,11.3,3.9,17.01,457
40.2,22.9,2.9,37.34,458
30.5,26,3.8,77.09,458
33.1,25.5,1.6,64.6,458
38.2,10.3,3.9,18.64,459
42.6,-0.6,2.6,6.92,459
30.5,25.2,1.1,73.57,459
31.1,25.3,5.1,71.15,459
45.3,9.9,2.1,12.53,460
31.8,26.3,4.2,72.8,460
33,24.8,2.2,62.37,460
32.5,25.2,2.4,65.57,460
40.9,13.3,1.1,19.69,461
41.1,21.6,2,32.87,461
33.4,25.9,1.2,64.96,461
29.8,26.4,2.2,82.19,461
30.6,25.7,1.6,74.98,461
31.9,26.5,2.9,73,462
42.7,9.1,1.5,13.55,463
37.9,11.2,2.3,20.13,463
40.1,21,2.6,33.43,463
32.4,25.6,1.8,67.29,463
41.9,10.9,1.5,15.95,464
39.9,11,2.3,17.89,464
40.8,13.4,1.5,19.96,464
42.9,13,4.6,17.4,464
39.4,19.1,1.5,30.92,464
40.8,10.8,1.1,16.84,465
40.5,20.9,1.8,32.53,465
31,24.8,3.3,69.65,465
33.1,24.9,2.1,62.33,465
31.9,25.7,0.9,69.8,465
32.9,25.7,1.7,65.94,465
31.2,26.5,1.4,76.15,467
32.7,25.7,1.9,66.65,467
37.8,5.4,3.2,13.68,468
40.9,4.1,5,10.61,468
40.3,5.3,4.5,11.86,468
40.8,18,5.5,26.74,468
32.4,25.4,2.1,66.6,468
43.3,15.9,2.5,20.53,469
32.6,25.8,1.8,67.62,469
32.6,25.9,2,67.99,469
40.6,10.6,1.3,16.73,470
39.2,19.3,2.6,31.6,471
33.8,24,2.4,56.73,471
30.9,26.6,2.6,77.73,471
32.6,25.8,1.8,67.49,471
33,25.5,2.1,65.01,472
31.9,26.3,2.7,72.4,473
31.3,25.8,1,72.58,473
31.3,25.7,1.6,72.24,473
38.1,18.9,2.8,32.75,474
31.4,26.2,3.5,73.81,474
32.2,25.2,2.2,66.66,474
29.7,26.6,2.2,83.61,474
37.9,10.5,3.4,19.29,475
39.9,19.3,2.3,30.47,475
39.3,23.1,2.4,39.62,475
32.3,26.5,3,71.4,475
32.5,25.5,1.9,66.79,475
43.3,9.5,1.7,13.5,476
40,-6.6,4.2,5.07,476
40.6,20.9,2.6,32.31,476
36.4,24.7,3.5,51.2,476
32.3,25.7,1.8,68.19,476
40.7,9,0.7,14.97,477
41.2,18.4,5.5,26.83,477
38.4,21.9,3,38.74,477
31.1,25,0.8,69.87,477
31.6,26,2.6,72.45,477
31,25.6,1,72.86,477
31.2,25.4,1.7,71.4,477
31.6,25.7,2.7,71.05,477
30.6,26.6,3.2,79.07,477
31.8,25.6,1.7,69.72,477
41.1,20.9,2.1,31.55,478
39,20.6,1.6,34.69,478
35.9,24.8,3,52.95,478
33.8,25.3,1.3,61.41,478
33.3,25,0.6,61.81,478
34.5,25.4,1,59.3,478
30.2,25.1,2.7,74.34,478
31.8,25.9,0.9,71.05,478
31.1,26.4,2.8,76.08,478
37.1,11.4,2.6,21.28,479
40.8,11.4,3.6,17.53,479
38.8,20.4,0.6,34.62,479
40.3,21.9,1.9,35.08,479
40,20.4,0.3,32.42,479
31.8,26.2,3.3,72.23,479
30.1,24.8,1.1,73.48,479
32.6,26.5,3.3,70.47,479
39.6,13.8,2.5,21.86,480
40,11.6,3.2,18.5,480
41,20.7,2.6,31.34,480
40.8,21.1,1.9,32.52,480
39.8,21.3,2.6,34.73,480
36.2,24.9,2.4,52.5,480
35.8,24.5,3.9,52.15,480
30.9,25.7,2.1,73.83,480
44,15.8,2.7,19.65,481
41.2,18.1,5.5,26.44,481
38.3,22.1,3.5,39.55,481
39.7,24,2.7,41.11,481
40.3,23.1,2.1,37.69,481
37.6,22.5,2.2,41.94,481
32.2,26,2.8,69.93,481
30.7,26,2.5,76.25,481
35.6,24.8,3.7,53.83,481
33.9,25.3,1,60.76,481
33.9,25.3,0.9,60.95,481
31.9,25.8,1.4,70.1,481
30.5,25.4,0.3,74.29,481
30.6,25.2,1.6,72.99,481
30.9,26.4,1.1,77.15,481
31.1,24.9,3.3,69.46,481
39.8,19.4,2.4,30.74,482
41.4,21.2,3,31.59,482
37.1,23.5,1,45.74,482
36.3,23.2,0.7,47.12,482
34,24.6,2,57.95,482
39.3,21.7,1.4,36.44,482
37.4,23.4,0.6,44.69,482
35.2,24.5,1.6,54.17,482
29.8,25.2,3.3,76.42,482
30.1,24.6,1,72.62,482
31.3,25.9,1.4,72.91,482
37.9,19.1,1.3,33.6,483
39,19.6,1.2,32.56,483
39.3,19.4,1.3,31.69,483
41.8,17.5,3.1,24.63,483
34.8,23.9,2.3,53.3,483
34.6,24.9,2.4,57.36,483
33.6,24.7,0.6,59.75,483
33.1,26,1.6,66.31,483
30.7,25.3,5.5,72.94,483
39.3,22.9,2.8,39.17,484
39.2,21.3,0.3,35.85,484
44.8,9.8,1.8,12.78,485
39.6,21.2,2.1,34.8,485
39.3,20.8,1.3,34.59,485
32.1,26,2.4,70.34,485
29.9,26.1,2.8,80.12,485
37.3,19.4,1.2,35.32,486
39.9,23.4,2.6,39.17,486
36.9,23.5,0.4,46.23,486
37.1,22.5,1.6,43.19,486
34.6,24.7,1.1,56.61,486
42.6,-0.4,2.3,7.01,487
41.7,9,0.5,14.18,487
38.3,22.1,4,39.44,487
38.3,21,0.7,36.94,487
39.9,21.8,1.7,35.44,487
35.3,25.1,2.6,55.81,487
35.5,24.9,3,54.37,487
32.7,24.9,0.7,63.71,487
34,24.7,3,58.41,487
31.7,25.8,0.7,71.01,487
33.2,25.7,2.1,64.9,487
37.7,11.3,2.4,20.5,488
38.9,22,1.9,37.98,488
38.7,24.2,2.5,43.8,488
36.5,24,1.6,48.84,488
35.2,23.5,0.9,50.86,488
33.3,25,1,61.92,488
40.4,13.6,2,20.68,489
32.4,25.3,2.1,66.26,489
32.7,25.7,1.9,66.71,490
30.8,26.6,2.9,78.4,492
32.3,25.7,1.7,68.35,492
41.2,17.1,0.7,24.77,494
31.5,26.3,2.8,74.15,494
42.6,17.4,3,23.41,495
36.2,24.7,3.7,51.74,495
32.5,26.5,3.2,70.78,495
39.8,21.6,1.3,35.31,496
30.8,25.1,0.6,71.55,496
31.9,25.9,2,70.76,496
35.8,24.8,3.4,53.18,497
34,25.3,0.9,60.4,497
33,25.1,0.6,63.19,497
34.4,25.4,0.9,59.66,497
30.9,25.5,0.7,72.88,497
30.9,25.3,1.6,72.16,497
31.7,25.7,2.7,70.46,497
39.2,20.7,1.4,34.48,498
39.8,20.8,0.3,33.58,498
30.1,25.1,3,74.76,498
31.6,25.8,1.1,71.63,498
40,22.8,2.8,37.49,499
30.2,24.7,1.1,72.59,499
38.7,20.7,0.6,35.44,500
40.2,21.9,1.8,35.15,500
40.9,21,1.8,32.08,501
39.6,21.6,2.2,35.71,501
35.9,25,2.6,53.57,501
40.2,23.3,2.3,38.19,501
37.2,23.4,0.4,45.39,501
37.6,22.5,1.8,41.88,501
34.9,24.6,1.4,55.3,501
32.3,26,2.6,69.52,501
30.5,26.1,2.7,77.43,501
39.4,24.1,2.6,42.01,502
33.9,24.8,1.6,58.98,502
41.7,21.4,2.6,31.6,503
36.9,23.8,1.3,47.1,503
35.8,23.4,0.7,49.01,503
35.1,24.9,2.8,55.61,503
33.3,24.8,0.6,61.24,503
40.2,21.4,1.3,34.11,567
