Temperature,Dew Point,Wind Speed,Relative Humidity,DHI
34.8,23.2,0.7,50.96,267
34.1,22.9,1,52.1,267
30.6,25.6,2.1,74.57,267
35.2,13.6,2.5,27.46,267
33.9,4.9,2.6,16.44,267
34.6,7.2,3.4,18.41,267
33.1,0.7,3.7,12.74,267
29.4,4.6,2.9,20.65,267
30.1,4.1,1.3,19.19,267
23.4,-6.6,1.8,12.98,267
28.9,6.9,3.8,24.94,268
37.9,4,1.8,12.37,268
36.1,14.9,3.1,28.28,268
34.7,2.3,3,13.04,268
28.9,-3.5,1.4,11.83,268
29.8,-3.7,1.2,11.07,268
24.2,-6.6,1.3,12.42,268
27.6,0.7,1,17.4,269
30,-5.2,0.9,9.79,269
44.2,-2.7,2.4,5.45,269
33.1,12.3,3.6,28.26,269
35.9,23,1.5,47.55,269
33.3,18.9,1.3,42.67,269
34.2,2.4,3.2,13.49,269
21.8,3.6,1.3,30.23,269
26.6,-0.2,1.2,17.35,270
26.6,2.5,0.6,21.03,270
30.7,-5.2,0.9,9.4,270
31.4,7.3,0.2,22.3,270
41.1,1,2.8,8.38,270
45.1,3.1,4.6,7.89,270
47.1,9.8,1.7,11.29,270
41.3,17.1,1.1,24.62,270
35.1,23.4,2.7,50.87,270
37.2,24.5,3.1,48.38,270
33.9,4.1,3.9,15.51,270
32.6,2.2,3.4,14.6,270
32,0.2,1.1,13.06,270
27.4,-1,0.8,15.56,270
33,8.5,3.4,22.07,271
30.5,7.6,3.2,23.94,271
37.1,7.7,4.9,16.64,271
40.9,13.8,2.9,20.34,271
34.9,14,3.9,28.59,271
39.8,13.2,1.6,20.69,271
42.7,10.3,2.2,14.7,271
41.1,12.3,1.7,18.24,271
32.5,22.7,1.1,56.52,271
29.6,25.2,1,77.49,271
34.5,6.7,2.6,17.93,271
21.2,0.1,2.5,24.49,271
22,-9.9,2,10.98,272
23.5,-2.2,4,17.99,272
31.9,6.9,2.8,21.1,272
36.8,14.9,3.3,27.3,272
35.2,11.1,2,23.22,272
34.8,13.5,2.5,27.8,272
42.1,6.2,4.1,11.5,272
43.2,8.6,2.7,12.76,272
42.1,13.3,5,18.55,272
35.3,24,2.7,52.27,272
33.7,24.7,2.1,59.37,272
34,24.5,4.2,57.91,272
35.1,19,1.4,38.8,272
25.6,-2.1,1.7,16.04,272
26.6,-1.9,1.9,15.31,272
20.5,-10.1,2.1,11.84,273
29.9,8.8,2.6,26.92,273
28.8,6.9,2,25.06,273
28.4,-1.1,3.2,14.55,273
41.5,13.1,3,18.85,273
43.8,9.1,2.5,12.77,273
45.6,11,1,13.28,273
36.1,12.4,3.2,24.03,273
41.2,15.3,4.3,22.1,273
43.4,16,4.4,20.62,273
38.2,18.7,2.4,32.19,273
33.2,24.8,2.4,61.52,273
34.8,23.9,2.6,53.37,273
38,21.8,0.2,39.28,273
34,6.9,2.6,18.64,273
30.2,-1.4,4.7,12.88,273
24.7,2.8,1.4,24.1,274
24.8,-5,1.5,13.51,274
26.5,2.5,3.8,21.17,274
36.4,11.3,1.4,22.04,274
37.6,11.3,2.1,20.68,274
39.5,21.4,2.1,35.38,274
37,21.4,1.9,40.52,274
35.1,18.5,0.8,37.74,274
31,2.3,1.2,16.07,274
31.1,-2.1,2.3,11.63,274
29,3.6,1.8,19.74,274
27,-1.8,3.4,15.01,274
24,-5.7,1.8,13.47,275
24.5,-0.3,0.4,19.43,275
27,-11.6,1,7.11,275
25.3,-5.7,1.8,12.45,275
39.6,3.7,2.5,11.03,275
34.9,21.5,2.2,45.77,275
37.9,18.2,2.6,31.64,275
26.3,5.2,1.9,25.9,275
21.4,-10.6,2.2,10.75,276
26.3,8.5,2.7,32.36,276
43.5,9.8,2.4,13.6,276
47,10,1.1,11.53,276
35.4,22.9,2.1,48.63,276
35.6,21.8,1.8,44.81,276
35.5,18.6,1,37.07,276
35.9,20.3,1.7,40.2,276
36.3,12.1,1.3,23.41,276
33.3,9.5,3.9,23.27,276
33.2,4.5,3,16.51,276
27.4,2.7,0.9,20.41,276
20.4,-0.7,3.5,24.26,276
26.1,1.8,2,20.59,277
25.9,3.2,4,22.98,277
26.9,-11.8,1,7.02,277
30.6,-5.2,0.8,9.45,277
40.1,9.4,2,15.93,277
46.5,10.5,1,12.2,277
38.4,18.1,1.1,30.7,277
36.9,18.2,2.1,33.38,277
37.8,21.1,2.7,38.11,277
37.2,20.6,1.8,38.22,277
33.1,23,3.1,55.35,277
33.6,4.5,2.9,16.2,277
28.5,-0.6,0.6,15.04,277
31,9.7,1.7,26.74,278
43.5,6.6,4,10.95,278
39.9,-7.6,3.7,4.71,278
36.3,19.9,2.4,38.39,278
33,22.4,2.7,53.92,278
36.3,17,1.2,32.05,278
32.7,9.7,4,24.36,278
29,-0.6,4.8,14.64,278
25.7,-1.5,3.4,16.61,278
27.5,0.3,1.1,17.03,279
24.8,-2.4,1.7,16.45,279
31.9,3.7,2.1,16.89,279
41.6,4.5,3.2,10.46,279
35.4,18.7,3.2,37.56,279
34.5,18.9,1.9,39.79,279
35.5,20.5,1.7,41.56,279
32.2,-0.6,2.8,12.16,279
30.8,2.2,1.8,16.14,279
23.3,-5.6,1.6,14.08,279
24.1,-0.7,0.4,19.38,280
20.6,-0.4,2.3,24.56,280
33.3,2.4,1.6,14.18,280
41.5,11.2,3.6,16.63,280
39.3,-8,3.5,4.73,280
40.9,-4.5,1.8,5.65,280
43.6,-3.3,5,5.38,280
41,12.8,1.6,18.96,280
35.3,20.6,3,42.47,280
32.1,20.2,1.8,49.48,280
35.5,13.6,2.4,26.93,280
25.7,-2.1,2.1,15.86,280
21.2,2.1,3.2,28.28,281
26.6,-2,3.7,15.21,281
27.1,-0.1,1.7,16.98,281
43.1,9.9,1.6,14.05,281
33.7,26,4.1,64.37,281
30.4,26.6,2.3,80.42,281
32.8,25.2,3.7,64.38,281
34.4,19.1,0.4,40.61,281
28.7,0.8,1.1,16.51,281
27.7,3.2,1.9,20.67,281
28.3,2.8,2.1,19.51,281
26.9,-1.9,2.2,14.99,281
41.7,5.3,3,11,282
43.4,6,4.1,10.58,282
42.5,12.4,0.8,17.05,282
43.9,10.8,5.4,14.3,282
44.7,11,0.8,13.9,282
41,16.2,2.8,23.59,282
31.2,25.1,2.1,69.96,282
30.5,23.6,1.7,66.54,282
35.2,19.2,1.4,39.1,282
23.8,-3.8,2.9,15.68,282
34.2,4.9,1.3,16.09,283
40.9,4.5,5.1,10.86,283
44.7,4.4,2.8,8.88,283
46.1,5.7,1.2,9.02,283
34.7,21.9,2.9,47.44,283
29.3,3.2,1.4,18.94,283
31.1,7.3,2.4,22.64,284
43.4,7.5,4.2,11.73,284
45.4,-1.1,2.6,5.76,284
43.9,6.9,4.2,11,284
33,1.9,4.6,13.9,284
30,0.7,4.7,15.22,284
21.6,-5.4,2.2,15.95,284
21.2,-0.8,2.4,22.99,285
25.8,-0.9,1.8,17.26,285
32.4,3.7,2.5,16.33,285
35.4,-0.3,1.5,10.41,285
35.6,-1.2,0.6,9.62,285
33.9,5,3.9,16.51,285
41.6,10.2,2,15.48,285
42.6,11.4,0.3,15.87,285
33,4.5,2.9,16.72,285
21.7,-0.3,2.1,23.13,286
19.4,-2.8,2.1,22.06,286
22,-6.5,1.6,14.31,286
44.1,7,4.1,10.95,286
37.7,19,2.2,33.56,286
42,10.4,0.9,15.35,286
39,11.2,3.1,18.97,286
35.7,19.9,0.8,39.66,286
34.4,7.5,3.6,19.03,286
29.9,3.8,1.3,19,286
31.7,7.2,2.6,21.73,287
37.5,7,4.8,15.57,287
46.2,5.6,1.7,8.93,287
45.6,4.8,1.4,8.66,287
31.2,25.3,2.2,70.97,287
33,22.2,3.3,53.22,287
34.5,19.5,1,41.38,287
33.7,20.9,1,47.33,287
34.7,13.1,2.3,27.22,287
33.8,7.6,3.8,19.89,287
26.7,-2.3,0.8,14.78,288
28,9.2,3.3,30.78,288
31.3,6.9,3.7,21.79,288
38.3,19.1,2.5,32.7,288
35,19.4,1.2,39.99,288
36.2,15.2,3.1,28.72,288
26,3.1,1.3,22.8,288
23.7,4.4,1.5,28.56,289
31.5,0.9,1.2,14.17,289
40.9,4.8,4.8,11.1,289
41,11.7,3.3,17.64,289
39.6,18.8,4.7,30,289
31.8,25.3,1.5,68.56,289
34.6,16.7,0.6,34.55,289
35,19.1,0.8,39.21,289
36,19,1.2,36.88,289
21.1,-0.3,3,23.97,289
24.9,3.3,2.3,24.54,290
39.2,-0.4,1.5,8.42,290
38.7,10.4,3,18.27,290
44.8,9.4,2.7,12.4,290
42.4,15.8,4.3,21.36,290
32.2,24.9,1.1,65.47,290
25.2,3.5,2.2,24.5,291
26.4,-0.6,1.5,17.08,291
34.6,0.3,3.6,11.34,291
41.3,-2.8,4.7,6.3,291
40.6,20.3,2.3,31.16,291
32.8,22.5,2.9,54.69,291
32.8,22.5,2.6,54.79,291
27,2.9,1,21.18,291
20.6,-5.6,1.2,16.63,292
38,-0.7,1.8,8.79,292
40.8,10.2,3.6,16.16,292
40.3,4.5,5.3,11.22,292
32.4,22.4,3.1,55.75,292
34.8,20.5,1.6,43.34,292
35.3,20.5,1.7,42.13,292
36,12.2,1.3,23.96,292
30.7,2.2,1,16.21,292
24.3,-0.5,0.4,19.5,293
20.9,-9,2,12.56,293
41.8,13.5,3.2,18.99,293
42.4,11.9,1.9,16.61,293
32.2,20.1,1.7,48.8,293
31.6,4.4,4.5,18.02,293
33.8,4.2,4.1,15.7,293
25.1,4.8,3.7,27.1,294
36.9,17.1,3.2,31.13,294
44.3,11,3.3,14.18,294
33.2,19.2,1,43.6,294
35.7,19.1,1,37.69,294
35.3,12.1,1.2,24.68,294
29.7,1.9,0.8,16.86,294
28.3,3.8,1.5,20.8,294
28.9,3.7,1.7,19.98,294
22.8,-5.5,1.9,14.61,294
22.8,-8.3,2.1,11.81,295
24.4,-6.2,2,12.65,295
42.9,4.3,3.1,9.64,295
39.9,18.6,3.1,29.25,295
32.2,19.3,3.6,46.4,295
30.7,-1.8,2.7,12.14,295
39.4,4.2,3.5,11.56,296
41.4,-0.1,4.6,7.65,296
44.4,4.4,2.9,8.97,296
38.1,18.4,1.6,31.69,296
39.1,20.6,1.6,34.44,296
34.4,21.6,3.1,47.38,296
21.7,-1.2,2.3,21.64,297
23.6,-6.8,1.4,12.68,297
38.6,0.1,1.5,9.01,297
41,13.1,1.2,19.34,297
33.8,25.1,2.6,60.42,297
29.5,3,0.7,18.44,297
25.2,3.4,1.8,24.29,298
21.8,-8.2,1.8,12.64,298
24.8,-5.7,1.5,12.77,298
25.3,-2.8,3.1,15.44,298
42.7,6.3,4.1,11.21,298
41.1,5.1,3.2,11.25,298
46.1,5.4,2.3,8.83,298
30.1,22.5,4.4,63.86,298
29.7,-1.5,3.2,13.17,298
26.2,1.6,2.2,20.25,299
24.6,3.7,1.8,25.84,299
39.1,-0.2,1.7,8.59,299
40.4,7.7,3.6,13.97,299
38.8,4.1,2.4,11.83,299
43.8,4.3,3,9.22,299
45.4,5,3,8.93,299
45.1,11.1,0.4,13.73,299
40,20.9,7.1,33.35,299
36.2,16.8,1.2,31.8,299
25.7,4.1,3.8,24.77,300
21.4,-0.6,2.1,22.99,300
26.2,6,3.1,27.59,300
34.8,7.6,1.2,18.8,300
41.6,13.5,4.2,19.26,300
44.8,8.1,2.1,11.39,300
30.1,23.2,3.8,66.59,300
32.1,22.1,3.6,55.45,300
32.7,22.2,3.4,54.15,300
34.2,5,2.6,16.23,300
28.1,2.3,0.4,18.92,300
20.8,-5.3,1.5,16.84,301
26.2,-2.3,3.5,15.19,301
26.6,-3.8,2.3,13.31,301
27.9,1.2,1.8,17.77,301
27.8,2,2.7,18.94,301
40.8,11.2,1.5,17.26,301
37.2,9.5,4.5,18.69,301
39.6,13.5,1.1,21.47,301
43.3,9.7,2,13.7,301
33.9,26,2.6,63.55,301
28.2,4.7,2.1,22.42,302
37.5,6.3,4.5,14.81,302
35.2,-4.1,0.9,7.97,302
39.7,22.8,2.2,38.11,302
39.4,21.8,1.2,36.41,302
33.6,25.5,4,62.7,302
31.9,25.3,1.3,68.02,302
34.7,21.8,2.9,47.04,302
44.5,13.4,2.5,16.42,303
30.5,25.4,3.5,74.2,303
29.9,25.6,1.9,77.86,303
20.1,-2.9,2.1,20.97,304
26.7,4.5,3.4,24.03,304
27.5,5.7,1.4,25.03,304
40.5,13.4,0.8,20.21,304
43.3,10.1,1.6,14.05,304
36.1,23.7,2.6,49.09,304
28.7,25.4,5.9,82.34,304
32.2,25.2,0.4,66.68,304
29.2,27.1,2.3,88.33,304
36.6,19.3,0.5,36.38,304
33.3,18.9,0.5,42.7,304
33.3,4.3,4.3,16.25,304
29.9,2,3.3,16.76,304
33.7,4.9,1,16.52,305
36.7,6.2,3,15.4,305
44.6,11.3,0.6,14.2,305
42,14.6,3.2,20.18,305
31.8,26.1,2.5,71.76,305
32.8,26.4,2.2,69.02,305
31.6,25.6,1.9,70.4,305
34.7,20.5,0.3,43.5,305
28.5,1.9,0.5,17.98,305
24.9,8,1.7,34.14,306
41.7,15.5,4.1,21.8,306
43.7,11.3,0.5,14.9,306
45,11.2,0.5,13.87,306
41.9,12.9,1.2,18.23,306
31.2,25.3,1.3,70.92,306
32.4,0.1,1.1,12.64,306
22.6,-8.2,1.9,12.09,307
33.1,4.7,1.8,16.86,307
45.8,-1.6,2.7,5.42,307
43.9,16.4,4,20.52,307
30.9,25.9,3.8,74.6,307
35.7,20,0.6,40.02,307
37.2,19.1,0.7,34.74,307
24.5,-6.1,1.5,12.6,308
36.8,5.7,4.1,14.77,308
41.6,-4.9,1.7,5.28,308
31.2,25.5,1.1,71.89,308
32.5,4.7,1.1,17.49,309
35.5,1.1,1.2,11.45,309
42.3,6.1,4.1,11.32,309
40.6,15.4,1.2,22.9,309
30.4,25.9,3.5,76.81,309
31,24.9,1.6,70.03,309
35.4,20.2,0.4,41.16,309
31,2.9,1.9,16.73,309
28.9,9.2,1.9,29.26,310
40.3,2.8,6.2,9.98,310
26.5,2.4,1,21.02,310
41.8,9.5,2.4,14.57,311
41.3,-1.2,3,7.08,311
33.5,11.5,2,26.3,311
36.8,13.5,1.8,24.95,311
44.2,11.7,1,14.89,311
41.7,15.9,1.4,22.37,311
35.7,15.6,2.9,30.36,311
29.8,7,2.8,23.84,312
40.3,10.4,3.1,16.84,312
44.2,-2.5,4.9,5.51,312
44.3,12,1.3,15.18,312
37.8,16.1,3.4,27.88,312
29.8,25.3,2,77.01,312
33,25.2,1,63.75,312
35.4,17.6,1,34.89,312
31.5,-0.1,0.6,13.13,312
29.9,1.3,4.4,15.88,312
29.8,4.6,2,20.29,313
40.2,7.8,4.2,14.19,313
43.8,15.7,3.9,19.76,313
30.2,24.9,2.9,73.28,313
35.2,20.5,0.7,42.41,313
29,10.1,2,30.88,314
32.7,9.6,1.7,24.18,314
35.6,5.3,3.9,15.3,314
42.5,-2.4,4.6,6.07,314
44.4,10.9,4.9,14.02,314
31.2,26.2,3.2,74.91,314
29.7,26.6,2.8,83.63,314
42.2,12.6,2.6,17.61,315
38.5,23.3,2.5,41.97,315
35.6,23.9,2.5,50.86,315
37.1,19.2,0.5,35.11,315
41.3,-5.6,3.9,5.1,316
39.7,10.9,2.1,17.97,316
45,11,0.4,13.68,316
42.7,10.2,1.1,14.65,316
43.2,10.2,1.3,14.21,316
30.9,25.5,3.8,72.85,316
35.7,19.2,0.4,38.05,316
37.1,6.2,1.8,15.06,317
33.5,4.8,1.6,16.62,317
40.7,11.4,2.5,17.58,317
45.6,-2.1,2.6,5.31,317
43.3,16.3,2.1,21.12,317
36.6,23,3.1,45.62,317
30,25.3,3.3,75.75,317
30.7,25.8,2.6,74.99,317
33.5,5.1,2.8,16.98,317
34,5.1,2.7,16.49,317
23.5,-5.1,2,14.45,318
45.1,-2.4,2.5,5.31,318
38.3,11.8,2.2,20.53,318
41.1,13.6,4,19.87,318
36.6,19.4,0.6,36.69,318
42,-1.9,3.9,6.49,319
29.6,26.2,1.3,81.83,319
32.9,25.6,1.6,65.53,319
38.9,10.8,1.2,18.61,320
40.9,16.7,4,24.51,320
44.3,9.8,1.7,13.06,320
32.3,25.9,2.5,69.23,320
35.4,20.8,1,42.78,320
34.9,15.8,2.7,32.06,320
32.3,0,0.9,12.63,320
26,4.1,2.3,24.47,320
29.4,1.8,4,16.96,320
34.7,10.1,3.8,22.41,321
46,4.7,1.3,8.48,321
44.9,13.6,2.3,16.28,321
42,-0.4,1.8,7.25,322
42.4,-2.1,4.2,6.24,322
42,1.2,3.2,8.12,322
41.1,7.9,3,13.58,322
42.9,9.8,1.9,14.03,322
44.3,11.1,2.7,14.26,322
31,4.2,3.9,18.43,323
37.3,11,2.2,20.53,323
32.4,25.6,0.5,67.29,323
38,10.2,1.5,18.78,324
32.5,24.9,0.7,64.27,324
36.4,19.9,1.2,38.19,324
33.8,2.4,1.8,13.82,325
33.9,7.2,3.9,19.21,325
34.9,8.9,2.1,20.37,325
37.3,10.5,4.7,19.91,325
44.1,13.2,1.9,16.57,325
30.6,24.8,0.8,71.34,325
31.8,25.6,1.2,69.88,325
42.5,1,3.9,7.8,326
37.3,21.3,1.6,39.78,326
29.9,25.8,1.4,78.87,326
32.8,25,1.8,63.72,326
26,3.2,1.2,22.94,326
38.9,10.5,3.2,18.23,327
44.9,9.4,2.5,12.36,327
32.2,24.4,2.7,63.66,328
36.4,19.9,1.1,38.11,328
32.4,-0.5,3,12.15,328
42.5,1.2,3.5,7.92,329
37.8,19.3,2.3,34.21,329
44.7,13.4,2.1,16.29,329
42.1,17.4,0.9,24.03,329
37.4,23.5,2.5,45.15,329
32.2,25.6,1.8,68.08,329
36.3,16.9,1.2,31.92,329
33.3,2.3,4.7,14.14,329
29.4,2.3,1.5,17.63,329
33.6,5.8,3.2,17.74,330
43.5,-2.2,4.4,5.86,330
46.2,4.8,1.4,8.41,330
44.6,11.3,4.5,14.21,330
41.5,9.8,2.5,15.19,330
43.3,14,2.1,18.23,331
32.3,26.2,1.4,70.35,331
30.6,2.6,1.7,16.74,331
28.8,4.5,2.7,21.23,331
26.6,5.3,3.3,25.66,332
26.4,-3.8,1.3,13.48,332
38.5,14.7,3.1,24.47,332
43.8,16.9,3.6,21.27,332
32.1,25.8,1.8,69.28,332
29.6,2.5,3.2,17.66,332
23.7,-6.5,1.5,12.86,333
33.8,9.3,1.6,22.19,333
34.6,8.2,2.2,19.71,333
38.2,18.8,1.5,32.34,333
30.3,26.6,1.7,80.58,333
42.9,15.7,2.1,20.71,334
43.2,12.7,1.1,16.78,334
36.6,22.3,1.3,43.88,334
30.4,26.7,3.3,80.78,334
29.1,26.2,2.2,84.6,334
29.2,25.6,1.4,81.18,334
34.2,21.5,1.5,47.56,334
40.4,11,1.2,17.38,335
43.9,9.5,2.1,13.1,335
31.9,26.3,2.2,72.23,335
30.6,24.8,0.6,71.25,335
34.5,20.9,1.6,45.28,335
36.7,19.8,0.3,37.28,335
29.8,1.8,0.6,16.56,335
26.6,-0.4,1.6,17.01,336
37.7,17.9,1.7,31.5,336
40.3,16,3.9,24.27,336
31.7,25.1,1,68.12,336
39.3,4.7,3.4,12.03,337
44.6,9.4,2.3,12.56,337
44,11.4,2.3,14.73,337
45.3,12.8,4,15.17,337
36.9,18.9,5.7,35.03,337
37.6,21.7,1.2,40.02,337
33.9,12.4,2.4,27.28,337
25.1,-5.1,0.9,13.16,338
24.8,-6.2,2,12.3,338
36.5,-5.5,3.6,6.68,338
44.4,-2.2,4.7,5.61,338
44.3,11.7,4.3,14.81,338
43.3,11.6,2,15.55,338
31.7,26.4,2.1,73.73,338
32.2,22.8,0.6,57.82,338
34.1,17.9,0.5,38.42,338
32.8,17.2,0.9,39.35,338
31.1,2.2,1.5,15.81,338
28.9,3.2,2.8,19.28,338
34.4,8.8,1.8,20.77,339
37.9,6.4,4.1,14.62,339
41.3,10.6,2.1,16.2,339
43.5,12.2,4,15.97,339
31.4,25.6,2.2,71.52,339
24.7,-5.2,1.3,13.35,340
26.4,8.3,1.5,31.91,340
42.1,-2.7,4.7,6.06,340
41.2,12,3.1,17.78,340
42,16.5,3.4,22.83,340
41.3,18.2,3.4,26.38,340
38.2,20.7,1.5,36.51,340
30.8,25.5,2.6,73.41,340
44.1,-2.1,4.5,5.73,341
42,16,3.8,22.16,341
43,14,5.2,18.47,341
44.8,13.6,2.4,16.4,341
35.5,16.8,0.9,33.08,341
27.6,6.4,0.8,26.02,342
40,8.3,2,14.83,342
40.5,12.7,2.3,19.41,342
43.3,17.3,3,22.51,342
39,18.4,1.3,30.23,342
29.9,25.1,2.3,75.44,342
35,20.3,2.9,42.39,342
28.3,6.5,1.5,25.25,343
46.2,4.8,1.6,8.42,343
38.4,17.2,3.2,29,343
30.5,26,1.5,76.86,343
30.8,25.6,1.4,73.78,343
29.9,25.4,1.8,76.96,343
31.5,24.9,1.9,68.1,343
35.8,8.2,1.9,18.55,344
45.7,4.9,1.8,8.7,344
42.3,17.7,2.7,24.25,344
40.4,18.8,5.1,28.75,344
38.5,21,5,36.51,344
42.8,16.4,2.9,21.76,344
29.6,25.1,1,76.78,344
31,26,0.6,74.6,344
36.1,17,1,32.33,344
34.6,21.2,0.8,45.65,344
34.1,25.3,0.8,60.22,345
30.4,26.3,2.7,78.78,345
29.9,25.2,2.3,75.8,345
30.4,25.7,2.1,75.98,345
30.9,25,3.7,70.85,345
42.1,0.5,4.3,7.67,346
38.6,10.6,3.4,18.6,346
34.8,11.6,1.9,24.52,346
45.3,8.4,1.8,11.3,346
38.5,18.3,5.8,30.89,346
38.4,18,1.4,30.44,346
40.5,20.4,2.4,31.52,346
38.1,20.1,0.8,35.29,346
35.7,24.9,3.1,53.85,346
31.4,25.4,1.5,70.7,346
33,25.4,1.5,64.4,346
33.3,24.8,0.5,61.04,346
31.4,25,1.9,69.06,346
34.3,17.4,1.3,36.72,346
32.5,3.6,2.2,16.23,347
40.9,17.2,3.1,25.25,347
42.1,16.2,1.3,22.34,347
39.1,20.8,2.9,34.96,347
41.1,20.5,2.2,30.69,347
39.3,20.6,1.6,34.12,347
36,25,2.4,53.14,347
29.4,26.5,3.1,84.5,347
33.6,22.7,3.1,52.85,347
33.9,19.2,0.5,41.97,347
41.3,12.2,2.8,17.97,348
45.3,8.6,1.4,11.49,348
39.4,22,2,36.88,348
36.1,24.3,1.8,50.81,348
40.2,21.1,1.2,33.55,348
31.8,26.1,3.3,71.86,348
30.2,26.2,3.5,79.04,348
34.2,21.1,1.6,46.41,348
30.1,2.6,0.2,17.22,348
37,18.9,3,34.74,349
41.7,16.9,3.2,23.74,349
39.7,22.3,1.9,37.11,349
39.4,22.9,3,38.96,349
39.4,22.6,1.4,38.4,349
39.7,19.9,0.5,32.01,349
34.7,24.5,2,55.69,349
31.3,26.2,2.3,74.4,349
30.3,26,2.2,78.04,349
33.9,8.5,3.7,21.04,350
39.9,18.7,1.2,29.39,350
43.3,16.9,2,21.84,350
39.7,11.6,1.6,18.8,350
44.7,12.6,0.9,15.45,350
39.5,18.6,2,29.85,350
41.1,21.3,2.4,32.35,350
38.8,24,2.5,42.96,350
36.7,22.8,1.2,44.98,350
35,23.2,0.4,50.66,350
33.8,24.3,2.3,57.63,350
38.8,21.6,1.1,37.3,350
37.4,23,1,43.84,350
33.8,25,1.6,60.12,350
33.5,24.4,0.9,59.18,350
32,26.4,2.7,72.38,350
33.1,22.6,3.6,54.21,350
36,20.4,0.4,40.28,350
24.7,-6.3,1.7,12.27,351
32.3,6.9,3.5,20.62,351
29.5,7.4,2.1,25.02,351
28.9,24.7,1.7,78.22,351
35.4,18,1.3,35.82,351
36.5,20.1,0.1,38.57,351
34.8,6.1,3.1,16.89,352
41.8,-5.4,1.6,5.04,352
35.7,13.6,1.6,26.61,352
40,13.4,4.7,20.84,352
37.9,16.4,3.1,28.18,352
37.6,15.2,3.4,26.68,352
35.5,18.8,1.1,37.54,352
27.3,4.5,2.1,23.18,353
41.1,12.4,2.6,18.44,353
44.3,12.4,1.5,15.53,353
34.3,25.9,4.1,61.67,353
29.2,25.3,0.4,79.46,353
29.5,25.2,1.7,77.73,353
32.1,-0.2,3.2,12.62,353
29.1,4.8,2.5,21.42,354
27.6,8.4,2,29.88,354
31.3,6.8,3.4,21.67,354
37.5,12.4,2.1,22.35,354
40.9,11.6,1.7,17.59,354
41,16.3,4.1,23.76,354
43.2,9.3,1.8,13.36,354
28.7,25.4,3.5,82.41,354
29.1,24.4,0.6,76.01,354
29.8,25.7,2.1,78.74,354
35.5,17.8,0.7,35.22,354
34.4,17.6,1.2,36.94,354
28.2,6.5,1.2,25.32,355
41,-6.5,1.1,4.85,355
44.2,15.7,3.4,19.32,355
30.7,25.6,1.5,74.39,355
33.2,23,3.2,55.25,355
33.6,22.8,3.4,53.28,355
33.6,4.7,3.1,16.39,355
30.2,4.9,1.8,20.21,356
33.4,7.2,0.4,19.7,356
41.4,16.5,4.1,23.62,356
33.5,25.3,4,62.19,356
32.9,25.4,2.3,64.79,356
31.2,0,3.4,13.51,356
42.4,12.8,3.9,17.66,358
28,25.4,3.9,85.73,358
27.8,4,2.8,21.78,358
28.6,25.9,3,85.47,359
31.3,23.2,1.4,62.28,359
29.9,6.6,2.7,23.07,360
41.6,-5.9,1.3,4.9,360
37.3,9.7,3.5,18.8,360
39.1,10.1,4.5,17.61,360
35.4,10.4,2.8,21.94,360
33.1,25.1,1.1,62.96,360
31.1,25.9,2.1,73.74,360
28.4,4.2,2.8,21.32,360
30.3,4.7,2.3,19.77,361
37.1,11.5,1.4,21.51,361
45,12.2,2,14.77,361
31.6,25.4,0.6,69.89,361
39.3,10.2,1.4,17.46,362
40.3,12.9,0.6,19.83,362
39.1,19.1,2.3,31.48,362
37.3,22.5,0.8,42.58,362
35.3,22.7,1,48.29,362
34.9,24.6,3.1,55.22,362
32.2,22.9,0.8,58.13,362
36.4,-0.4,1.5,9.77,363
35,11.6,3.4,24.31,363
40.8,13.2,1.7,19.73,363
35.8,23.2,0.6,48.39,363
38.9,-1.2,0.7,8.07,364
43,17.3,1.7,22.87,364
45.5,12.3,3.3,14.56,364
36.8,23.4,2.8,46.33,364
38.5,24.1,3,44.04,364
36.7,14.1,3.6,26.1,365
36.6,13.6,2.3,25.31,365
38,19.6,2.4,34.36,365
39.4,16.3,2.9,25.95,365
41.3,9.4,1.6,14.91,366
45.4,12.1,2.6,14.44,366
34.9,24.3,2.1,54.39,366
33.5,23.1,1.1,54.44,366
31,25.3,0.6,71.67,366
31.2,25.3,4.5,70.75,366
30.8,2.1,1.1,15.99,366
27,-2.6,0.4,14.2,367
31.9,6.2,3.7,20.02,367
42.1,-4.9,3.7,5.14,367
41.4,16.4,4.1,23.45,367
44.3,15.7,3,19.26,367
42.5,18,3.9,24.47,367
39.4,17.7,2.9,28.3,367
38.1,21.5,1.7,38.52,367
33.9,25,2.5,59.77,367
39.1,21.7,0.8,36.92,367
36.5,24.2,2.8,49.37,367
32.8,25.4,1.5,65.04,367
41.9,-5.2,3.8,5.08,368
36.7,21.7,1.3,41.89,368
36.9,21.3,2.2,40.55,368
33.1,3.1,4.6,15.08,368
35.4,-1.9,1.1,9.24,369
42.3,17.8,1.4,24.48,369
29.9,1.9,0.6,16.68,369
35.3,0,3.7,10.7,370
35.6,19.4,1.4,38.6,370
36.8,22.7,1.9,44.35,370
39.8,14.3,3,22.26,371
41.7,11.6,1.9,16.94,371
37.7,19.6,1.6,35,371
38.8,-0.5,1.4,8.51,372
39.7,17.3,3.1,27.19,372
43.8,15.3,4.9,19.29,372
34.1,26.1,4,63.03,372
34.3,26,4.1,62.21,372
33.3,20.4,1.5,46.95,372
33.8,19.7,3.2,43.71,373
30.3,2.2,0.3,16.57,373
29.6,6,2.5,22.49,374
